,timestamp,open (USD),high (USD),low (USD),close (USD),open (USD).1,high (USD).1,low (USD).1,close (USD).1,volume,market cap (USD),time_frame,symbol
20358,2021-08-12,467.65,482.43,440.18,454.01,467.65,482.43,440.18,454.01,66004.45672,66004.45672,daily,COMP
20359,2021-08-11,472.92,497.89,464.23,467.7,472.92,497.89,464.23,467.7,68324.80516,68324.80516,daily,COMP
20360,2021-08-10,466.89,485.1,459.31,472.58,466.89,485.1,459.31,472.58,41716.79697,41716.79697,daily,COMP
20361,2021-08-09,466.99,489.32,444.42,466.99,466.99,489.32,444.42,466.99,43879.87012,43879.87012,daily,COMP
20362,2021-08-08,507.49,512.71,456.67,467.09,507.49,512.71,456.67,467.09,40215.71946,40215.71946,daily,COMP
20363,2021-08-07,466.75,508.0,460.92,507.89,466.75,508.0,460.92,507.89,84382.94631,84382.94631,daily,COMP
20364,2021-08-06,475.63,485.0,449.93,466.65,475.63,485.0,449.93,466.65,57077.61713,57077.61713,daily,COMP
20365,2021-08-05,464.5,496.0,436.69,475.65,464.5,496.0,436.69,475.65,132477.67539,132477.67539,daily,COMP
20366,2021-08-04,396.65,472.8,391.15,464.42,396.65,472.8,391.15,464.42,103324.86482,103324.86482,daily,COMP
20367,2021-08-03,407.4,408.8,385.23,396.65,407.4,408.8,385.23,396.65,44399.99201,44399.99201,daily,COMP
20368,2021-08-02,409.07,426.86,393.08,407.26,409.07,426.86,393.08,407.26,66287.94734,66287.94734,daily,COMP
20369,2021-08-01,405.74,425.0,392.23,409.03,405.74,425.0,392.23,409.03,56147.16535,56147.16535,daily,COMP
20370,2021-07-31,404.31,409.88,391.79,405.81,404.31,409.88,391.79,405.81,37445.09167,37445.09167,daily,COMP
20371,2021-07-30,396.69,412.28,381.89,403.98,396.69,412.28,381.89,403.98,58135.96215,58135.96215,daily,COMP
