timestamp,open (CNY),high (CNY),low (CNY),close (CNY),open (USD),high (USD),low (USD),close (USD),volume,market cap (USD)
2023-04-11,204808.90717500,211115.77500000,204481.69500000,208700.00241000,29637.35000000,30550.00000000,29590.00000000,30200.42000000,67990.07621000,67990.07621000
2023-04-10,195731.34348000,205725.58500000,194668.78500000,204808.83807000,28323.76000000,29770.00000000,28170.00000000,29637.34000000,67754.06220000,67754.06220000
2023-04-09,193068.17499000,197156.56500000,192111.90000000,195731.34348000,27938.38000000,28530.00000000,27800.00000000,28323.76000000,32531.16101000,32531.16101000
2023-04-08,192846.76257000,194565.05839500,192519.75771000,193068.17499000,27906.34000000,28154.99000000,27859.02000000,27938.38000000,19479.96735000,19479.96735000
2023-04-07,193727.78221500,194185.05000000,191883.43887000,192846.69346500,28033.83000000,28100.00000000,27766.94000000,27906.33000000,24762.09387000,24762.09387000
2023-04-06,194668.85410500,194752.05652500,191496.86550000,193727.71311000,28170.01000000,28182.05000000,27711.00000000,28033.82000000,40118.94963000,40118.94963000
2023-04-05,194637.48043500,198849.63750000,192147.14355000,194668.85410500,28165.47000000,28775.00000000,27805.10000000,28170.01000000,60737.64732000,60737.64732000
2023-04-04,192111.90000000,196565.30262000,191163.71029500,194637.48043500,27800.00000000,28444.44000000,27662.79000000,28165.47000000,49722.55691000,49722.55691000
2023-04-03,194681.70763500,196956.09139500,187967.25852000,192111.90000000,28171.87000000,28500.99000000,27200.24000000,27800.00000000,79180.01405000,79180.01405000
2023-04-02,196622.65977000,197156.56500000,192501.85951500,194681.70763500,28452.74000000,28530.00000000,27856.43000000,28171.87000000,37365.65692000,37365.65692000
2023-04-01,196709.87028000,199158.60595500,195016.17583500,196622.59066500,28465.36000000,28819.71000000,28220.27000000,28452.73000000,30238.44753000,30238.44753000
2023-03-31,193691.15656500,198032.05624500,190119.67195500,196709.87028000,28028.53000000,28656.69000000,27511.71000000,28465.36000000,78198.12139000,78198.12139000
2023-03-30,195903.00030000,201680.73114000,191324.10300000,193691.15656500,28348.60000000,29184.68000000,27686.00000000,28028.53000000,98865.43256000,98865.43256000
2023-03-29,188387.55513000,197985.82500000,188242.71105000,195903.00030000,27261.06000000,28650.00000000,27240.10000000,28348.60000000,89486.16008000,89486.16008000
2023-03-28,187446.62145000,190176.96000000,184038.91569000,188387.62423500,27124.90000000,27520.00000000,26631.78000000,27261.07000000,78602.44341000,78602.44341000
2023-03-27,193273.20952500,193658.88453000,183184.50147000,187446.69055500,27968.05000000,28023.86000000,26508.14000000,27124.91000000,88039.46898000,88039.46898000
2023-03-26,189782.78508000,194837.40120000,189470.43048000,193273.20952500,27462.96000000,28194.40000000,27417.76000000,27968.05000000,49671.70353000,49671.70353000
2023-03-25,189724.04583000,192024.34396500,187662.15994500,189782.71597500,27454.46000000,27787.33000000,27156.09000000,27462.95000000,50844.08102000,50844.08102000
2023-03-24,195535.49991000,196080.60015000,186583.50000000,189724.11493500,28295.42000000,28374.30000000,27000.00000000,27454.47000000,86242.06544000,86242.06544000
2023-03-23,188317.82818500,198676.87500000,187309.10250000,195535.43080500,27250.97000000,28750.00000000,27105.00000000,28295.41000000,128649.60818000,128649.60818000
2023-03-22,194239.02100500,199492.65952500,183831.73890000,188317.82818500,28107.81000000,28868.05000000,26601.80000000,27250.97000000,224113.41296000,224113.41296000
2023-03-21,191538.39760500,196524.59977500,188678.07255000,194222.85043500,27717.01000000,28438.55000000,27303.10000000,28105.47000000,420929.74220000,420929.74220000
2023-03-20,193306.51813500,196755.75600000,187443.64993500,191538.39760500,27972.87000000,28472.00000000,27124.47000000,27717.01000000,477378.23373000,477378.23373000
2023-03-19,185944.20964500,196189.78605000,185389.50381000,193306.51813500,26907.49000000,28390.10000000,26827.22000000,27972.87000000,372066.99054000,372066.99054000
2023-03-18,189314.04586500,191592.57592500,183667.26900000,185944.20964500,27395.13000000,27724.85000000,26578.00000000,26907.49000000,371238.97174000,371238.97174000
2023-03-17,172754.06919000,191813.64282000,172002.34500000,189314.04586500,24998.78000000,27756.84000000,24890.00000000,27395.13000000,624460.68091000,624460.68091000
2023-03-16,167826.05343000,173919.31770000,166701.99150000,172754.06919000,24285.66000000,25167.40000000,24123.00000000,24998.78000000,439421.32998000,439421.32998000
2023-03-15,170484.86830500,174123.66118500,165139.87297500,167826.05343000,24670.41000000,25196.97000000,23896.95000000,24285.66000000,581450.72984000,581450.72984000
2023-03-14,166627.84183500,182346.46513500,165689.05041000,170484.86830500,24112.27000000,26386.87000000,23976.42000000,24670.41000000,699360.93423000,699360.93423000
2023-03-13,152017.52452500,169307.25000000,150744.81774000,166636.20354000,21998.05000000,24500.00000000,21813.88000000,24113.48000000,687889.31259000,687889.31259000
2023-03-12,141359.32216500,153067.57500000,140079.98130000,152011.02865500,20455.73000000,22150.00000000,20270.60000000,21997.11000000,430944.94288000,430944.94288000
2023-03-11,139251.34324500,142954.12735500,136586.23981500,141359.32216500,20150.69000000,20686.51000000,19765.03000000,20455.73000000,427831.82133000,427831.82133000
2023-03-10,140713.05220500,140751.54369000,135093.98644500,139251.34324500,20362.21000000,20367.78000000,19549.09000000,20150.69000000,618456.46710000,618456.46710000
2023-03-09,149988.04888500,150890.69839500,138505.21656000,140713.12131000,21704.37000000,21834.99000000,20042.72000000,20362.22000000,443658.28584000,443658.28584000
2023-03-08,153403.14888000,154014.31350000,149128.59000000,149995.44312000,22198.56000000,22287.00000000,21580.00000000,21705.44000000,301460.57272000,301460.57272000
2023-03-07,154860.22780500,155886.43705500,151526.53350000,153399.00258000,22409.41000000,22557.91000000,21927.00000000,22197.96000000,292519.80912000,292519.80912000
2023-03-06,155004.17352000,156192.43399500,153813.90900000,154864.30500000,22430.24000000,22602.19000000,22258.00000000,22410.00000000,203751.82957000,203751.82957000
2023-03-05,154425.97198500,156606.37294500,153338.60481000,155004.17352000,22346.57000000,22662.09000000,22189.22000000,22430.24000000,154841.75786000,154841.75786000
2023-03-04,154479.66657000,154864.30500000,153116.50134000,154425.97198500,22354.34000000,22410.00000000,22157.08000000,22346.57000000,121257.38132000,121257.38132000
2023-03-03,162157.09386000,162237.46297500,151831.49386500,154479.66657000,23465.32000000,23476.95000000,21971.13000000,22354.34000000,319954.19785000,319954.19785000
2023-03-02,163293.45648000,164448.68476500,160295.26695000,162157.09386000,23629.76000000,23796.93000000,23195.90000000,23465.32000000,239315.45219000,239315.45219000
2023-03-01,159919.81948500,165852.00000000,159079.91731500,163287.99718500,23141.57000000,24000.00000000,23020.03000000,23628.97000000,315287.41737000,315287.41737000
2023-02-28,162342.08794500,163087.80000000,159086.41318500,159919.81948500,23492.09000000,23600.00000000,23020.97000000,23141.57000000,264140.99894000,264140.99894000
2023-02-27,162775.79092500,165147.05989500,159679.33408500,162342.08794500,23554.85000000,23897.99000000,23106.77000000,23492.09000000,283706.08590000,283706.08590000
2023-02-26,160026.93223500,163709.67589500,159350.46339000,162775.79092500,23157.07000000,23689.99000000,23059.18000000,23554.85000000,202323.73623000,202323.73623000
2023-02-25,160213.30842000,160455.79786500,157020.38100000,160026.93223500,23184.04000000,23219.13000000,22722.00000000,23157.07000000,191311.81010000,191311.81010000
2023-02-24,165438.75210000,166766.60467500,157844.04349500,160221.94654500,23940.20000000,24132.35000000,22841.19000000,23185.29000000,343582.57453000,343582.57453000
2023-02-23,167111.16220500,169995.46669500,163143.08400000,165438.75210000,24182.21000000,24599.59000000,23608.00000000,23940.20000000,398400.45437000,398400.45437000
2023-02-22,168966.35503500,169141.74352500,162912.89524500,167111.16220500,24450.67000000,24476.05000000,23574.69000000,24182.21000000,379425.75365000,379425.75365000
2023-02-21,171683.70184500,174490.12500000,166877.10357000,168976.65168000,24843.89000000,25250.00000000,24148.34000000,24452.16000000,376000.82868000,376000.82868000
2023-02-20,167735.18035500,173600.25991500,164752.05571500,171672.02310000,24272.51000000,25121.23000000,23840.83000000,24842.20000000,346938.56997000,346938.56997000
2023-02-19,170219.78152500,174089.31600000,167182.75498500,167729.99748000,24632.05000000,25192.00000000,24192.57000000,24271.76000000,300395.99542000,300395.99542000
2023-02-18,169778.82252000,171912.50850000,168823.51500000,170219.09047500,24568.24000000,24877.00000000,24430.00000000,24631.95000000,216917.25213000,216917.25213000
2023-02-17,162519.20406000,172908.38065500,161286.71638500,169790.77768500,23517.72000000,25021.11000000,23339.37000000,24569.97000000,496813.21376000,496813.21376000
2023-02-16,168083.19313500,174490.12500000,162433.03012500,162519.20406000,24322.87000000,25250.00000000,23505.25000000,23517.72000000,450080.68366000,450080.68366000
2023-02-15,153411.99432000,168477.99000000,152357.72844000,168091.34752500,22199.84000000,24380.00000000,22047.28000000,24324.05000000,375669.16111000,375669.16111000
2023-02-14,150473.58061500,154236.00234000,148802.20708500,153411.99432000,21774.63000000,22319.08000000,21532.77000000,22199.84000000,361958.40109000,361958.40109000
2023-02-13,150527.06788500,151305.32839500,147546.56923500,150469.01968500,21782.37000000,21894.99000000,21351.07000000,21773.97000000,295730.76791000,295730.76791000
2023-02-12,151077.48921000,152652.94500000,149474.11500000,150535.15317000,21862.02000000,22090.00000000,21630.00000000,21783.54000000,204435.65163000,204435.65163000
2023-02-11,149440.87549500,151383.62436000,149265.27969000,151081.15177500,21625.19000000,21906.32000000,21599.78000000,21862.55000000,177021.58433000,177021.58433000
2023-02-10,150633.90421500,151603.65468000,148237.13550000,149440.87549500,21797.83000000,21938.16000000,21451.00000000,21625.19000000,338591.94247000,338591.94247000
2023-02-09,158677.86442500,159020.21059500,149874.92400000,150623.67667500,22961.85000000,23011.39000000,21688.00000000,21796.35000000,402894.69550000,402894.69550000
2023-02-08,160616.74341000,162065.04600000,156632.35642500,158685.81150000,23242.42000000,23452.00000000,22665.85000000,22963.00000000,280056.30717000,280056.30717000
2023-02-07,157300.39446000,161361.90262500,157184.71269000,160603.19883000,22762.52000000,23350.25000000,22745.78000000,23240.46000000,308006.72482000,308006.72482000
2023-02-06,158477.87455500,160035.08662500,156371.69236500,157300.39446000,22932.91000000,23158.25000000,22628.13000000,22762.52000000,265371.60690000,265371.60690000
2023-02-05,161205.79443000,161936.02696500,157165.50150000,158477.87455500,23327.66000000,23433.33000000,22743.00000000,22932.91000000,209251.33917000,209251.33917000
2023-02-04,161926.14495000,163003.35369000,160696.49058000,161200.12782000,23431.90000000,23587.78000000,23253.96000000,23326.84000000,166126.47295000,166126.47295000
2023-02-03,162323.01496500,163887.34485000,160355.52651000,161926.14495000,23489.33000000,23715.70000000,23204.62000000,23431.90000000,332571.02904000,332571.02904000
2023-02-02,163995.90880500,167614.17750000,161451.87733500,162320.31987000,23731.41000000,24255.00000000,23363.27000000,23488.94000000,364177.20751000,364177.20751000
2023-02-01,159806.21086500,164557.38693000,157284.56941500,164004.54693000,23125.13000000,23812.66000000,22760.23000000,23732.66000000,310790.42271000,310790.42271000
2023-01-31,157748.60949000,161152.86000000,156970.41808500,159806.21086500,22827.38000000,23320.00000000,22714.77000000,23125.13000000,264649.34909000,264649.34909000
2023-01-30,164078.55838500,164473.42435500,155486.25000000,157740.10957500,23743.37000000,23800.51000000,22500.00000000,22826.15000000,302405.90121000,302405.90121000
2023-01-29,159089.38470000,165579.31167000,158718.70548000,164071.16415000,23021.40000000,23960.54000000,22967.76000000,23742.30000000,295688.79204000,295688.79204000
2023-01-28,159453.98268000,160247.58450000,158101.59783000,159097.67730000,23074.16000000,23189.00000000,22878.46000000,23022.60000000,148115.71085000,148115.71085000
2023-01-27,159008.18632500,162396.75000000,155727.28824000,159453.98268000,23009.65000000,23500.00000000,22534.88000000,23074.16000000,280833.86315000,280833.86315000
2023-01-26,159359.03241000,160893.50893500,157904.99410500,159008.18632500,23060.42000000,23282.47000000,22850.01000000,23009.65000000,288924.43581000,288924.43581000
2023-01-25,156398.02137000,164585.51266500,154104.15000000,159362.62587000,22631.94000000,23816.73000000,22300.00000000,23060.94000000,346042.83223000,346042.83223000
2023-01-24,158373.52600500,160062.38310000,155230.07776500,156404.58634500,22917.81000000,23162.20000000,22462.93000000,22632.89000000,293158.78254000,293158.78254000
2023-01-23,156909.95121000,160185.39000000,155486.25000000,158364.12772500,22706.02000000,23180.00000000,22500.00000000,22916.45000000,293588.37938000,293588.37938000
2023-01-22,157444.34017500,159485.42545500,154051.42288500,156922.80474000,22783.35000000,23078.71000000,22292.37000000,22707.88000000,253577.75286000,253577.75286000
2023-01-21,156633.39300000,161510.82390000,154947.23100000,157445.72227500,22666.00000000,23371.80000000,22422.00000000,22783.55000000,346445.48432000,346445.48432000
2023-01-20,145615.22269500,157254.85426500,144161.87544000,156641.75470500,21071.59000000,22755.93000000,20861.28000000,22667.21000000,338079.13659000,338079.13659000
2023-01-19,142891.65643500,146447.31600000,142765.33249500,145615.22269500,20677.47000000,21192.00000000,20659.19000000,21071.59000000,251385.84925000,251385.84925000
2023-01-18,146034.69004500,149612.32500000,141023.61007500,142891.65643500,21132.29000000,21650.00000000,20407.15000000,20677.47000000,350916.01949000,350916.01949000
2023-01-17,146403.43432500,149594.70322500,144023.87275500,146052.10450500,21185.65000000,21647.45000000,20841.31000000,21134.81000000,275407.74409000,275407.74409000
2023-01-16,144242.79739500,148396.42252500,142435.63254000,146403.43432500,20872.99000000,21474.05000000,20611.48000000,21185.65000000,293078.08262000,293078.08262000
2023-01-15,144794.04798000,145471.13877000,142017.75460500,144232.50075000,20952.76000000,21050.74000000,20551.01000000,20871.50000000,178542.22549000,178542.22549000
2023-01-14,137726.33410500,146903.40900000,137436.36952500,144808.97466000,19930.01000000,21258.00000000,19888.05000000,20954.92000000,393913.74951000,393913.74951000
2023-01-13,130239.56751000,138210.00000000,129323.92626000,137726.33410500,18846.62000000,20000.00000000,18714.12000000,19930.01000000,368615.87823000,368615.87823000
2023-01-12,123996.89823000,132108.30492000,123643.01152500,130239.56751000,17943.26000000,19117.04000000,17892.05000000,18846.62000000,454568.32178000,454568.32178000
2023-01-11,120523.54272000,124389.00000000,119659.45380000,123996.89823000,17440.64000000,18000.00000000,17315.60000000,17943.26000000,262221.60653000,262221.60653000
2023-01-10,118715.75592000,120926.83950000,118489.78257000,120523.68093000,17179.04000000,17499.00000000,17146.34000000,17440.66000000,221382.42581000,221382.42581000
2023-01-09,118361.86921500,120234.40740000,118201.75293000,118710.36573000,17127.83000000,17398.80000000,17104.66000000,17178.26000000,266211.52723000,266211.52723000
2023-01-08,117090.33721500,118701.58939500,116863.46550000,118361.86921500,16943.83000000,17176.99000000,16911.00000000,17127.83000000,135155.89695000,135155.89695000
2023-01-07,117135.11725500,117353.48905500,116842.73400000,117088.54048500,16950.31000000,16981.91000000,16908.00000000,16943.57000000,104526.56880000,104526.56880000
2023-01-06,116316.49942500,117761.83050000,115260.22950000,117137.46682500,16831.85000000,17041.00000000,16679.00000000,16950.65000000,207401.28415000,207401.28415000
2023-01-05,116444.41278000,116647.99611000,115771.60650000,116316.49942500,16850.36000000,16879.82000000,16753.00000000,16831.85000000,163473.56641000,163473.56641000
2023-01-04,115237.07932500,117422.31763500,115078.20693000,116444.41278000,16675.65000000,16991.87000000,16652.66000000,16850.36000000,220362.18862000,220362.18862000
2023-01-03,115217.24619000,115947.13320000,114750.78744000,115233.83139000,16672.78000000,16778.40000000,16605.28000000,16675.18000000,159541.53733000,159541.53733000
2023-01-02,114832.95328500,116091.07891500,114359.79135000,115217.86813500,16617.17000000,16799.23000000,16548.70000000,16672.87000000,121888.57191000,121888.57191000
2023-01-01,114311.90158500,114907.79400000,114016.40860500,114830.05087500,16541.77000000,16628.00000000,16499.01000000,16616.75000000,96925.41374000,96925.41374000
2022-12-31,114765.99054000,115018.98394500,113815.93500000,114316.25520000,16607.48000000,16644.09000000,16470.00000000,16542.40000000,114490.42864000,114490.42864000
2022-12-30,114945.59443500,115248.82717500,112869.19650000,114765.99054000,16633.47000000,16677.35000000,16333.00000000,16607.48000000,164916.31174000,164916.31174000
2022-12-29,114350.25486000,115159.40530500,113946.61255500,114945.59443500,16547.32000000,16664.41000000,16488.91000000,16633.47000000,160998.47158000,160998.47158000
2022-12-28,115447.22763000,115994.05549500,113783.66296500,114350.18575500,16706.06000000,16785.19000000,16465.33000000,16547.31000000,193037.56577000,193037.56577000
2022-12-27,116921.44459500,117290.74171500,114661.57288500,115449.30078000,16919.39000000,16972.83000000,16592.37000000,16706.36000000,173749.58616000,173749.58616000
2022-12-26,116318.29615500,117095.10546000,116034.20550000,116921.44459500,16832.11000000,16944.52000000,16791.00000000,16919.39000000,124564.00656000,124564.00656000
2022-12-25,116343.31216500,116496.93258000,115550.47050000,116318.29615500,16835.73000000,16857.96000000,16721.00000000,16832.11000000,125441.07202000,125441.07202000
2022-12-24,115947.96246000,116580.06589500,115934.83251000,116346.00726000,16778.52000000,16869.99000000,16776.62000000,16836.12000000,100224.29096000,100224.29096000
2022-12-23,116247.73995000,117168.49497000,115620.47386500,115947.82425000,16821.90000000,16955.14000000,16731.13000000,16778.50000000,161612.00947000,161612.00947000
2022-12-22,116266.95114000,116569.90746000,114436.84342500,116244.49201500,16824.68000000,16868.52000000,16559.85000000,16821.43000000,176044.27235000,176044.27235000
2022-12-21,116760.84457500,116960.21250000,115564.29150000,116266.88203500,16896.15000000,16925.00000000,16723.00000000,16824.67000000,156810.96362000,156810.96362000
2022-12-20,113600.88024000,117901.90633500,113312.85060000,116756.76738000,16438.88000000,17061.27000000,16397.20000000,16895.56000000,248808.92324000,248808.92324000
2022-12-19,115674.85950000,116206.89889500,112339.16115000,113600.88024000,16739.00000000,16815.99000000,16256.30000000,16438.88000000,179094.28305000,179094.28305000
2022-12-18,115941.19017000,116533.55823000,115150.14523500,115669.40020500,16777.54000000,16863.26000000,16663.07000000,16738.21000000,112619.31646000,112619.31646000
2022-12-17,114931.98075000,116074.42461000,114575.05342500,115934.14146000,16631.50000000,16796.82000000,16579.85000000,16776.52000000,144825.66684000,144825.66684000
2022-12-16,119945.27208000,121153.02016500,114212.04486000,114936.26526000,17356.96000000,17531.73000000,16527.32000000,16632.12000000,253379.04116000,253379.04116000
2022-12-15,123034.61110500,123385.73361000,119382.41185500,119940.98757000,17804.01000000,17854.82000000,17275.51000000,17356.34000000,223701.96882000,223701.96882000
2022-12-14,122839.80411000,127069.92847500,122045.92587000,123028.66807500,17775.82000000,18387.95000000,17660.94000000,17803.15000000,266681.22209000,266681.22209000
2022-12-13,118922.31076500,124389.00000000,118032.30747000,122832.06435000,17208.93000000,18000.00000000,17080.14000000,17774.70000000,284462.91390000,284462.91390000
2022-12-12,118066.23802500,119150.08084500,116592.91942500,118928.53021500,17085.05000000,17241.89000000,16871.85000000,17209.83000000,226227.49694000,226227.49694000
2022-12-11,118359.51964500,119351.17639500,117969.14550000,118066.23802500,17127.49000000,17270.99000000,17071.00000000,17085.05000000,155286.47871000,155286.47871000
2022-12-10,118366.91388000,119052.15906000,118114.26600000,118359.51964500,17128.56000000,17227.72000000,17092.00000000,17127.49000000,140573.97937000,140573.97937000
2022-12-09,119027.14305000,119966.28000000,117880.76020500,118366.91388000,17224.10000000,17360.00000000,17058.21000000,17128.56000000,238422.06465000,238422.06465000
2022-12-08,116349.60072000,119544.73950000,115636.78264500,119027.14305000,16836.64000000,17299.00000000,16733.49000000,17224.10000000,236417.97804000,236417.97804000
2022-12-07,118093.25808000,118461.24220500,115259.05471500,116349.60072000,17088.96000000,17142.21000000,16678.83000000,16836.64000000,220657.41334000,220657.41334000
2022-12-06,117245.96167500,118217.99260500,116831.46988500,118093.25808000,16966.35000000,17107.01000000,16906.37000000,17088.96000000,218730.76883000,218730.76883000
2022-12-05,118215.50482500,120410.27962500,116559.40350000,117245.96167500,17106.65000000,17424.25000000,16867.00000000,16966.35000000,233703.29225000,233703.29225000
2022-12-04,116685.17460000,118880.22582000,116637.14662500,118208.93985000,16885.20000000,17202.84000000,16878.25000000,17105.70000000,178619.13387000,178619.13387000
2022-12-03,118115.16436500,118784.44629000,116502.32277000,116685.17460000,17092.13000000,17188.98000000,16858.74000000,16885.20000000,154542.57306000,154542.57306000
2022-12-02,117326.46900000,118209.14716500,116012.43742500,118119.37977000,16978.00000000,17105.73000000,16787.85000000,17092.74000000,202372.20620000,202372.20620000
2022-12-01,118622.39506500,119717.50200000,116476.54660500,117322.11538500,17165.53000000,17324.00000000,16855.01000000,16977.37000000,232818.18218000,232818.18218000
2022-11-30,113628.72955500,119199.21450000,113527.76715000,118609.33422000,16442.91000000,17249.00000000,16428.30000000,17163.64000000,303019.80719000,303019.80719000
2022-11-29,112034.26989000,114359.86045500,111259.05000000,113626.10356500,16212.18000000,16548.71000000,16100.00000000,16442.53000000,248106.25009000,248106.25009000
2022-11-28,113531.01508500,113933.68992000,110535.31333500,112039.31455500,16428.77000000,16487.04000000,15995.27000000,16212.91000000,252695.40367000,252695.40367000
2022-11-27,113730.31390500,114714.30000000,113339.11050000,113531.08419000,16457.61000000,16600.00000000,16401.00000000,16428.78000000,162025.47607000,162025.47607000
2022-11-26,114170.78917500,115419.10189500,113228.54250000,113736.94798500,16521.35000000,16701.99000000,16385.00000000,16458.57000000,181804.81666000,181804.81666000
2022-11-25,114711.19027500,115170.39300000,112936.98850500,114176.24847000,16599.55000000,16666.00000000,16342.81000000,16522.14000000,182089.49533000,182089.49533000
2022-11-24,114735.79165500,116183.67961500,113733.35452500,114707.04397500,16603.11000000,16812.63000000,16458.05000000,16598.95000000,206565.92346000,206565.92346000
2022-11-23,112143.31758000,115446.81300000,111675.06210000,114735.79165500,16227.96000000,16706.00000000,16160.20000000,16603.11000000,264927.70408000,264927.70408000
2022-11-22,109056.60454500,112744.80750000,107918.72161500,112136.26887000,15781.29000000,16315.00000000,15616.63000000,16226.94000000,239548.06623000,239548.06623000
2022-11-21,112499.48475000,112772.44950000,106946.89800000,109056.60454500,16279.50000000,16319.00000000,15476.00000000,15781.29000000,324096.99775300,324096.99775300
2022-11-20,115410.04914000,115773.88696500,111811.89000000,112504.52941500,16700.68000000,16753.33000000,16180.00000000,16280.23000000,154842.13478000,154842.13478000
2022-11-19,115401.41101500,116251.26430500,114393.16906500,115410.04914000,16699.43000000,16822.41000000,16553.53000000,16700.68000000,104963.15558000,104963.15558000
2022-11-18,115353.93588000,117554.51550000,114341.40942000,115408.45972500,16692.56000000,17011.00000000,16546.04000000,16700.45000000,214224.18184000,214224.18184000
2022-11-17,115140.05590500,115757.78550000,113406.41877000,115353.93588000,16661.61000000,16751.00000000,16410.74000000,16692.56000000,228038.97873000,228038.97873000
2022-11-16,116791.38898500,117588.51516000,113184.38440500,115148.00298000,16900.57000000,17015.92000000,16378.61000000,16662.76000000,261493.40809000,261493.40809000
2022-11-15,114836.75406000,118409.27524500,114214.80906000,116791.38898500,16617.72000000,17134.69000000,16527.72000000,16900.57000000,282461.84391000,282461.84391000
2022-11-14,112860.76569000,118791.49500000,109291.00870500,114848.77833000,16331.78000000,17190.00000000,15815.21000000,16619.46000000,380210.77750000,380210.77750000
2022-11-13,116187.34218000,117162.55194000,112150.50450000,112847.42842500,16813.16000000,16954.28000000,16229.00000000,16329.85000000,184960.78846000,184960.78846000
2022-11-12,117962.09679000,118301.54055000,114931.22059500,116179.87884000,17069.98000000,17119.10000000,16631.39000000,16812.08000000,167819.96035000,167819.96035000
2022-11-11,121641.73072500,122281.29750000,113066.83680000,117964.37725500,17602.45000000,17695.00000000,16361.60000000,17070.31000000,393552.86492000,393552.86492000
2022-11-10,110033.68014000,125764.18950000,108869.81373000,121632.74707500,15922.68000000,18199.00000000,15754.26000000,17601.15000000,608448.36432000,608448.36432000
2022-11-09,128157.84849000,128450.71548000,107720.87400000,110034.57850500,18545.38000000,18587.76000000,15588.00000000,15922.81000000,731926.92972900,731926.92972900
2022-11-08,142291.82503500,143053.43124000,118631.37871500,128170.63291500,20590.67000000,20700.88000000,17166.83000000,18547.23000000,760705.36278300,760705.36278300
2022-11-07,144468.01059000,145602.64558500,140869.78234500,142295.00386500,20905.58000000,21069.77000000,20384.89000000,20591.13000000,386977.60337000,386977.60337000
2022-11-06,147189.29638500,147644.69833500,144333.60136500,144468.01059000,21299.37000000,21365.27000000,20886.13000000,20905.58000000,230036.97217000,230036.97217000
2022-11-05,146146.84746000,148442.03182500,145677.83182500,147189.29638500,21148.52000000,21480.65000000,21080.65000000,21299.37000000,245621.98525000,245621.98525000
2022-11-04,139641.30276000,147207.81652500,139460.52408000,146146.84746000,20207.12000000,21302.05000000,20180.96000000,21148.52000000,453694.39165000,453694.39165000
2022-11-03,139259.29032000,140928.03786000,138425.88402000,139646.14011000,20151.84000000,20393.32000000,20031.24000000,20207.82000000,319185.15440000,319185.15440000
2022-11-02,141546.45850500,143738.40000000,138541.98042000,139259.29032000,20482.81000000,20800.00000000,20048.04000000,20151.84000000,373716.27299000,373716.27299000
2022-11-01,141601.25877000,143047.35000000,140495.57877000,141552.05601000,20490.74000000,20700.00000000,20330.74000000,20483.62000000,279932.43771000,279932.43771000
2022-10-31,142546.20054000,144055.73016000,139854.35347500,141601.25877000,20627.48000000,20845.92000000,20237.95000000,20490.74000000,303567.61628000,303567.61628000
2022-10-30,143805.29364000,144645.12670500,141768.90750000,142546.20054000,20809.68000000,20931.21000000,20515.00000000,20627.48000000,192795.60886000,192795.60886000
2022-10-29,142299.91032000,145707.89250000,142038.48610500,143805.22453500,20591.84000000,21085.00000000,20554.01000000,20809.67000000,254881.77755000,254881.77755000
2022-10-28,140249.35765500,143392.87500000,138210.62194500,142299.91032000,20295.11000000,20750.00000000,20000.09000000,20591.84000000,287039.94569000,287039.94569000
2022-10-27,143542.21090500,144237.40720500,139592.10000000,140249.35765500,20771.61000000,20872.21000000,20200.00000000,20295.11000000,328643.57791000,328643.57791000
2022-10-26,138756.06771000,145258.71000000,138558.35830500,143542.07269500,20079.02000000,21020.00000000,20050.41000000,20771.59000000,380492.69576000,380492.69576000
2022-10-25,133584.11130000,141083.86963500,132937.28850000,138763.32373500,19330.60000000,20415.87000000,19237.00000000,20080.07000000,326370.67061000,326370.67061000
2022-10-24,135241.24920000,135453.74707500,132384.44850000,133578.03006000,19570.40000000,19601.15000000,19157.00000000,19329.72000000,256168.14467000,256168.14467000
2022-10-23,132711.24604500,136102.29750000,131783.99515500,135241.24920000,19204.29000000,19695.00000000,19070.11000000,19570.40000000,167057.20184000,167057.20184000
2022-10-22,132435.37888500,133075.49850000,132078.45156000,132711.66067500,19164.37000000,19257.00000000,19112.72000000,19204.35000000,110403.90837000,110403.90837000
2022-10-21,131589.18816000,133027.12500000,128880.82500000,132435.37888500,19041.92000000,19250.00000000,18650.00000000,19164.37000000,269310.75769000,269310.75769000
2022-10-20,132151.91017500,133703.11011000,130608.45000000,131589.18816000,19123.35000000,19347.82000000,18900.00000000,19041.92000000,223530.13068000,223530.13068000
2022-10-19,133562.27412000,133788.38568000,131755.38568500,132156.19468500,19327.44000000,19360.16000000,19065.97000000,19123.97000000,186137.29538000,186137.29538000
2022-10-18,135089.77104000,136182.87393000,131928.35550000,133562.27412000,19548.48000000,19706.66000000,19091.00000000,19327.44000000,260313.07848000,260313.07848000
2022-10-17,133116.82329000,135977.63208000,132350.10331500,135099.30753000,19262.98000000,19676.96000000,19152.03000000,19549.86000000,222813.87634000,222813.87634000
2022-10-16,131772.17820000,134242.26732000,131739.97527000,133116.82329000,19068.40000000,19425.84000000,19063.74000000,19262.98000000,131894.61885000,131894.61885000
2022-10-15,132522.17476500,132872.88264000,131127.98139000,131779.01959500,19176.93000000,19227.68000000,18975.18000000,19069.39000000,113847.64232000,113847.64232000
2022-10-14,133894.94559000,137877.39763500,131785.79188500,132522.17476500,19375.58000000,19951.87000000,19070.37000000,19176.93000000,351634.32601000,351634.32601000
